actual,proposed
2.57848827456e-07,11.11111111111111
2.57848827456e-07,11.11111111111111
0.0079048697376,11.11111111111111
0.0079048697376,11.11111111111111
0.0079048697376,11.11111111111111
0.0079048697376,11.11111111111111
0.0079048697376,11.11111111111111
0.013958850822399999,11.11111111111111
0.013958850822399999,11.11111111111111
0.013958850822399999,11.11111111111111
0.007147713619199999,11.11111111111111
0.0193207603424,11.11111111111111
0.0193207603424,11.11111111111111
0.0173952070688,11.11111111111111
0.0173952070688,11.11111111111111
0.0226776149952,11.11111111111111
0.0226776149952,11.11111111111111
0.0317691792352,11.11111111111111
0.0317691792352,11.11111111111111
0.0334539612352,11.11111111111111
0.0334539612352,11.11111111111111
0.0315518507392,11.11111111111111
0.0315518507392,11.11111111111111
0.047262588736,11.11111111111111
0.04520423776,11.11111111111111
0.04520423776,11.11111111111111
0.04520423776,11.11111111111111
0.05146860928,11.11111111111111
0.05146860928,11.11111111111111
0.063774547584,11.11111111111111
0.063774547584,11.11111111111111
0.055266795231999996,11.11111111111111
0.062318895936000006,11.11111111111111
0.062318895936000006,11.11111111111111
0.062318895936000006,11.11111111111111
0.062429135999999996,11.11111111111111
0.062429135999999996,11.11111111111111
0.07208072959999999,11.11111111111111
0.07208072959999999,11.11111111111111
0.084216837408,11.11111111111111
0.084216837408,11.11111111111111
0.084216837408,11.11111111111111
0.081598255904,11.11111111111111
0.081598255904,11.11111111111111
0.081598255904,11.11111111111111
0.0846626704,11.11111111111111
0.0846626704,11.11111111111111
0.0846626704,11.11111111111111
0.087279821376,11.11111111111111
0.087279821376,11.11111111111111
0.087279821376,11.11111111111111
0.085275159904,11.11111111111111
0.085275159904,11.11111111111111
0.085275159904,11.11111111111111
0.085275159904,11.11111111111111
0.107728414464,11.11111111111111
0.107728414464,11.11111111111111
0.107728414464,11.11111111111111
0.098724134784,11.11111111111111
0.098724134784,11.11111111111111
0.116584053344,11.11111111111111
0.116584053344,11.11111111111111
0.09178473286399999,11.11111111111111
0.09178473286399999,11.11111111111111
0.117251573472,11.11111111111111
0.117251573472,11.11111111111111
0.11176648207999998,11.11111111111111
0.11176648207999998,11.11111111111111
0.107801103168,11.11111111111111
0.11718550096,11.11111111111111
0.11718550096,11.11111111111111
0.11987869343999999,11.11111111111111
0.11987869343999999,11.11111111111111
0.12209315078399999,11.11111111111111
0.12209315078399999,11.11111111111111
0.11820050527999999,11.11111111111111
0.133749852896,11.11111111111111
0.133749852896,11.11111111111111
0.135761845824,11.11111111111111
0.135761845824,11.11111111111111
0.13842222556800002,11.11111111111111
0.13842222556800002,11.11111111111111
0.139663163904,11.11111111111111
0.139663163904,11.11111111111111
0.13892036223999998,11.11111111111111
0.143629973344,11.11111111111111
0.143629973344,11.11111111111111
0.145428415264,11.11111111111111
0.145428415264,11.11111111111111
0.136131994944,11.11111111111111
0.136131994944,11.11111111111111
0.1596849232,11.11111111111111
0.1596849232,11.11111111111111
0.164703975392,11.11111111111111
0.164703975392,11.11111111111111
0.157824700352,11.11111111111111
0.157824700352,11.11111111111111
0.16229988368,11.11111111111111
0.16229988368,11.11111111111111
0.168162902688,11.11111111111111
0.168162902688,11.11111111111111
0.17326555136,11.11111111111111
0.17326555136,11.11111111111111
0.17052389974399998,11.11111111111111
0.19159101737599998,11.11111111111111
0.19159101737599998,11.11111111111111
0.17504789984,11.11111111111111
0.17504789984,11.11111111111111
0.192663600448,11.11111111111111
0.192663600448,11.11111111111111
0.17903344025600001,11.11111111111111
0.17903344025600001,11.11111111111111
0.18368860188799999,11.11111111111111
0.18368860188799999,11.11111111111111
0.184909289312,11.11111111111111
0.184909289312,11.11111111111111
0.187758632864,11.11111111111111
0.187758632864,11.11111111111111
0.193926488448,11.11111111111111
0.193926488448,11.11111111111111
0.18313802742399998,11.11111111111111
0.18313802742399998,11.11111111111111
0.20081027859199999,11.11111111111111
0.20081027859199999,11.11111111111111
0.202865366176,11.11111111111111
0.19955007283200002,11.11111111111111
0.19955007283200002,11.11111111111111
0.206210342976,11.11111111111111
0.206210342976,11.11111111111111
0.20908525721600002,11.11111111111111
0.20908525721600002,11.11111111111111
0.20208912591999997,11.11111111111111
0.20208912591999997,11.11111111111111
0.20208912591999997,11.11111111111111
0.21809682364799998,11.11111111111111
0.21809682364799998,11.11111111111111
0.21809682364799998,11.11111111111111
0.21809682364799998,11.11111111111111
0.23648062838399997,11.11111111111111
0.23648062838399997,11.11111111111111
0.23648062838399997,11.11111111111111
0.220572933504,11.11111111111111
0.220572933504,11.11111111111111
0.220572933504,11.11111111111111
0.231546066752,11.11111111111111
0.231546066752,11.11111111111111
0.231546066752,11.11111111111111
0.22707217984,11.11111111111111
0.22707217984,11.11111111111111
0.371162157344,11.11111111111111
0.371162157344,11.11111111111111
0.371162157344,11.11111111111111
0.54204762304,11.11111111111111
0.54204762304,11.11111111111111
0.54204762304,11.11111111111111
0.69623887168,11.11111111111111
0.69623887168,11.11111111111111
0.69623887168,11.11111111111111
0.82431627872,11.11111111111111
0.82431627872,11.11111111111111
0.9180556492799999,11.11111111111111
0.9180556492799999,11.11111111111111
1.0253577664,11.11111111111111
1.0253577664,11.11111111111111
1.12164481792,11.11111111111111
1.12164481792,11.11111111111111
1.1777827600000002,11.11111111111111
1.2807852464,11.11111111111111
1.2807852464,11.11111111111111
1.3838154492799999,11.11111111111111
1.3838154492799999,11.11111111111111
1.4871590272,11.11111111111111
1.4871590272,11.11111111111111
1.589696592,11.11111111111111
1.589696592,11.11111111111111
1.69133739456,11.11111111111111
1.69133739456,11.11111111111111
1.7920756233600001,11.11111111111111
1.7920756233600001,11.11111111111111
1.89239765792,11.11111111111111
1.89239765792,11.11111111111111
1.9923946944,11.11111111111111
1.9923946944,11.11111111111111
2.04226960608,11.11111111111111
2.1417619344,11.11111111111111
2.1417619344,11.11111111111111
2.24088768992,11.11111111111111
2.24088768992,11.11111111111111
2.33963480256,11.11111111111111
